name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
Kepler-20 Af,Confirmed,0.045,,,,,,0.08404,0.00366
Kepler-20 Ag,Confirmed,,0.0106,0.0106,0.06598,0.0106,0.0106,,
Kepler-210 b,Confirmed,,,,,,,0.262,0.019
Kepler-210 c,Confirmed,,,,,,,0.323,0.017
Kepler-211 b,Confirmed,,,,,,,0.112,0.008
Kepler-211 c,Confirmed,,,,,,,0.115,0.008
Kepler-212 b,Confirmed,,,,,,,0.097,0.019
Kepler-212 c,Confirmed,,,,,,,0.244,0.045
Kepler-213 b,Confirmed,,,,,,,0.145,0.028
Kepler-213 c,Confirmed,,,,,,,0.209,0.04
Kepler-214 b,Confirmed,,,,,,,0.233,0.044
Kepler-214 c,Confirmed,,,,,,,0.19,0.036
Kepler-215 b,Confirmed,,,,,,,0.145,0.036
Kepler-215 c,Confirmed,,,,,,,0.158,0.037
Kepler-215 d,Confirmed,,,,,,,0.213,0.049
Kepler-215 e,Confirmed,,,,,,,0.156,0.037
Kepler-216 b,Confirmed,,,,,,,0.21,0.041
Kepler-216 c,Confirmed,,,,,,,0.271,0.053
Kepler-217 b,Confirmed,,,,,,,0.199,0.029
Kepler-217 c,Confirmed,,,,,,,0.165,0.024
Kepler-217 d,Confirmed,,,,,,,0.118,0.024
Kepler-218 b,Confirmed,,,,,,,0.132,0.011
Kepler-218 c,Confirmed,,,,,,,0.28,0.023
Kepler-218 d,Confirmed,,,,,,,0.237,0.016
Kepler-219 b,Confirmed,,,,,,,0.263,0.044
Kepler-219 c,Confirmed,,,,,,,0.319,0.054
Kepler-219 d,Confirmed,,,,,,,0.251,0.043
Kepler-21 Ab,Confirmed,0.02102,0.0044,0.0044,,,,0.1472,0.0018
Kepler-220 b,Confirmed,,,,,,,0.072,0.004
Kepler-220 c,Confirmed,,,,,,,0.14,0.008
Kepler-220 d,Confirmed,,,,,,,0.087,0.005
Kepler-220 e,Confirmed,,,,,,,0.119,0.011
Kepler-221 b,Confirmed,,,,,,,0.153,0.015
Kepler-221 c,Confirmed,,,,,,,0.261,0.024
Kepler-221 d,Confirmed,,,,,,,0.244,0.022
Kepler-221 e,Confirmed,,,,,,,0.235,0.022
Kepler-222 b,Confirmed,,,,,,,0.282,0.125
Kepler-222 c,Confirmed,,,,,,,0.414,0.185
Kepler-222 d,Confirmed,,,,,,,0.329,0.145
Kepler-223 b,Confirmed,0.02328,0.00346,0.00409,,,,0.267,0.024
Kepler-223 c,Confirmed,0.01605,0.00346,0.00535,,,,0.307,0.027
Kepler-223 d,Confirmed,0.02517,0.00409,0.00472,,,,0.467,0.04
Kepler-223 e,Confirmed,0.0151,0.00378,0.0044,,,,0.41,0.037
Kepler-224 b,Confirmed,,,,,,,0.124,0.008
Kepler-224 c,Confirmed,,,,,,,0.278,0.023
Kepler-224 d,Confirmed,,,,,,,0.205,0.012
Kepler-224 e,Confirmed,,,,,,,0.176,0.013
Kepler-225 b,Confirmed,,,,,,,0.107,0.006
Kepler-225 c,Confirmed,,,,,,,0.164,0.009
Kepler-226 b,Confirmed,,,,,,,0.138,0.055
Kepler-226 c,Confirmed,,,,,,,0.203,0.08
Kepler-226 d,Confirmed,,,,,,,0.109,0.044
Kepler-227 b,Confirmed,,,,,,,0.277,0.14
Kepler-227 c,Confirmed,,,,,,,0.271,0.136
Kepler-228 b,Confirmed,,,,,,,0.136,0.063
Kepler-228 c,Confirmed,,,,,,,0.241,0.111
Kepler-228 d,Confirmed,,,,,,,0.36,0.165
Kepler-229 b,Confirmed,,,,,,,0.196,0.07
Kepler-229 c,Confirmed,,,,,,,0.439,0.155
Kepler-229 d,Confirmed,,,,,,,0.343,0.123
Kepler-22 b,Confirmed,0.0286,,,,,,0.187,0.0107
Kepler-230 b,Confirmed,,,,,,,0.38,0.194
Kepler-230 c,Confirmed,,,,,,,0.182,0.093
Kepler-231 b,Confirmed,,,,,,,0.154,0.011
Kepler-231 c,Confirmed,,,,,,,0.172,0.017
Kepler-232 b,Confirmed,,,,,,,0.275,0.131
Kepler-232 c,Confirmed,,,,,,,0.342,0.166
Kepler-233 b,Confirmed,,,,,,,0.217,0.059
Kepler-233 c,Confirmed,,,,,,,0.242,0.07
Kepler-234 b,Confirmed,,,,,,,0.33,0.148
Kepler-234 c,Confirmed,,,,,,,0.313,0.139
Kepler-235 b,Confirmed,,,,,,,0.199,0.009
Kepler-235 c,Confirmed,,,,,,,0.114,0.007
Kepler-235 d,Confirmed,,,,,,,0.183,0.009
Kepler-235 e,Confirmed,,,,,,,0.198,0.026
Kepler-236 b,Confirmed,,,,,,,0.14,0.011
Kepler-236 c,Confirmed,,,,,,,0.178,0.015
Kepler-237 b,Confirmed,,,,,,,0.126,0.067
Kepler-237 c,Confirmed,,,,,,,0.186,0.098
Kepler-238 b,Confirmed,,,,,,,0.154,0.036
Kepler-238 c,Confirmed,,,,,,,0.213,0.04
Kepler-238 d,Confirmed,,,,,,,0.274,0.051
Kepler-238 e,Confirmed,0.534,0.217,0.226,,,,0.5,0.041
Kepler-238 f,Confirmed,0.042,0.008,0.009,,,,0.178,0.015
Kepler-239 b,Confirmed,,,,,,,0.208,0.013
Kepler-239 c,Confirmed,,,,,,,0.224,0.037
Kepler-23 b,Confirmed,0.8,0.75,0.0,,,,0.17,
Kepler-23 c,Confirmed,2.7,2.6,0.0,,,,0.285,
Kepler-23 d,Confirmed,0.055,0.037,0.043,,,,0.196,0.008
Kepler-240 b,Confirmed,,,,,,,0.122,0.05
Kepler-240 c,Confirmed,,,,,,,0.196,0.079
Kepler-241 Ab,Confirmed,,,,,,,0.208,0.092
Kepler-241 Ac,Confirmed,,,,,,,0.229,0.099
Kepler-242 b,Confirmed,,,,,,,0.233,0.143
Kepler-242 c,Confirmed,,,,,,,0.178,0.11
Kepler-243 b,Confirmed,,,,,,,0.219,0.103
Kepler-243 c,Confirmed,,,,,,,0.178,0.087
Kepler-244 b,Confirmed,,,,,,,0.246,0.103
Kepler-244 c,Confirmed,,,,,,,0.183,0.078
Kepler-244 d,Confirmed,,,,,,,0.206,0.087
Kepler-245 b,Confirmed,,,,,,,0.229,0.016
Kepler-245 c,Confirmed,,,,,,,0.194,0.015
Kepler-245 d,Confirmed,,,,,,,0.27,0.019
Kepler-245 e,Confirmed,,,,,,,0.156,0.005
Kepler-246 b,Confirmed,,,,,,,0.209,0.107
Kepler-246 c,Confirmed,,,,,,,0.134,0.068
Kepler-247 b,Confirmed,,,,,,,0.146,0.041
Kepler-247 c,Confirmed,,,,,,,0.365,0.102
Kepler-247 d,Confirmed,,,,,,,0.352,0.098
Kepler-248 b,Confirmed,,,,,,,0.269,0.032
Kepler-248 c,Confirmed,,,,,,,0.363,0.044
Kepler-249 b,Confirmed,,,,,,,0.097,0.004
Kepler-249 c,Confirmed,,,,,,,0.135,0.008
Kepler-249 d,Confirmed,,,,,,,0.14,0.012
Kepler-24 b,Confirmed,1.6,1.599,0.0,,,,0.214,
Kepler-24 c,Confirmed,1.6,1.599,0.0,,,,0.25,
Kepler-24 d,Confirmed,,,,,,,0.149,0.035
Kepler-24 e,Confirmed,,,,,,,0.248,0.057
Kepler-250 b,Confirmed,,,,,,,0.101,0.061
Kepler-250 c,Confirmed,,,,,,,0.203,0.117
Kepler-250 d,Confirmed,,,,,,,0.194,0.112
Kepler-251 b,Confirmed,,,,,,,0.119,0.021
Kepler-251 c,Confirmed,,,,,,,0.247,0.044
Kepler-251 d,Confirmed,,,,,,,0.247,0.044
Kepler-251 e,Confirmed,,,,,,,0.247,0.044
Kepler-252 b,Confirmed,,,,,,,0.11,0.011
Kepler-252 c,Confirmed,,,,,,,0.192,0.012
Kepler-253 b,Confirmed,,,,,,,0.145,0.06
Kepler-253 c,Confirmed,,,,,,,0.236,0.099
Kepler-253 d,Confirmed,,,,,,,0.283,0.116
Kepler-254 b,Confirmed,,,,,,,0.345,0.165
Kepler-254 c,Confirmed,,,,,,,0.192,0.092
Kepler-254 d,Confirmed,,,,,,,0.223,0.106
Kepler-255 b,Confirmed,,,,,,,0.138,0.055
Kepler-255 c,Confirmed,,,,,,,0.267,0.105
Kepler-255 d,Confirmed,,,,,,,0.118,0.009
Kepler-256 b,Confirmed,,,,,,,0.142,0.035
Kepler-256 c,Confirmed,,,,,,,0.192,0.047
Kepler-256 d,Confirmed,,,,,,,0.221,0.056
Kepler-256 e,Confirmed,,,,,,,0.21,0.052
Kepler-257 b,Confirmed,,,,,,,0.233,0.117
Kepler-257 c,Confirmed,,,,,,,0.483,0.243
Kepler-257 d,Confirmed,,,,,,,0.442,0.221
Kepler-258 b,Confirmed,,,,,,,0.362,0.242
Kepler-258 c,Confirmed,,,,,,,0.322,0.217
Kepler-259 b,Confirmed,,,,,,,0.25,0.122
Kepler-259 c,Confirmed,,,,,,,0.241,0.117
Kepler-25 Ab,Confirmed,0.034013,0.009736,0.009737,0.033971,0.00972,0.00972,0.24124,0.00526
Kepler-25 Ac,Confirmed,0.075805,0.012697,0.012698,0.075717,0.01268,0.01268,0.4128,0.0091
Kepler-25 Ad,Confirmed,,0.02681,0.02681,0.2161854,0.02681,0.02681,,
Kepler-260 b,Confirmed,,,,,,,0.179,0.049
Kepler-260 c,Confirmed,,,,,,,0.155,0.048
Kepler-261 b,Confirmed,,,,,,,0.194,0.012
Kepler-261 c,Confirmed,,,,,,,0.178,0.012
Kepler-262 b,Confirmed,,,,,,,0.121,0.053
Kepler-262 c,Confirmed,,,,,,,0.146,0.061
Kepler-263 b,Confirmed,,,,,,,0.238,0.129
Kepler-263 c,Confirmed,,,,,,,0.22,0.12
Kepler-264 b,Confirmed,,,,,,,0.297,0.066
Kepler-264 c,Confirmed,,,,,,,0.252,0.052
Kepler-265 b,Confirmed,,,,,,,0.166,0.04
Kepler-265 c,Confirmed,,,,,,,0.235,0.049
Kepler-265 d,Confirmed,,,,,,,0.222,0.048
Kepler-265 e,Confirmed,,,,,,,0.231,0.049
Kepler-266 b,Confirmed,,,,,,,0.221,0.107
Kepler-266 c,Confirmed,,,,,,,0.347,0.169
Kepler-267 b,Confirmed,,,,,,,0.177,0.008
Kepler-267 c,Confirmed,,,,,,,0.19,0.01
Kepler-267 d,Confirmed,,,,,,,0.203,0.011
Kepler-268 b,Confirmed,,,,,,,0.227,0.042
Kepler-268 c,Confirmed,,,,,,,0.302,0.062
Kepler-269 b,Confirmed,,,,,,,0.22,0.103
Kepler-269 c,Confirmed,,,,,,,0.151,0.071
Kepler-26 b,Confirmed,0.01611,0.00192,0.00205,,,,0.248,0.01
Kepler-26 c,Confirmed,0.01951,0.00205,0.00205,,,,0.243,0.011
Kepler-26 d,Confirmed,,,,,,,0.095,0.005
Kepler-26 e,Confirmed,,,,,,,0.215,0.013
Kepler-270 b,Confirmed,,,,,,,0.179,0.036
Kepler-270 c,Confirmed,,,,,,,0.158,0.033
Kepler-271 Ab,Confirmed,,,,,,,0.1088,0.008
Kepler-271 Ac,Confirmed,,,,,,,0.0839,0.0071
Kepler-271 Ad,Confirmed,,,,,,,0.0598,0.0054
Kepler-272 b,Confirmed,,,,,,,0.128,0.069
Kepler-272 c,Confirmed,,,,,,,0.16,0.086
Kepler-272 d,Confirmed,,,,,,,0.201,0.109
Kepler-273 b,Confirmed,,,,,,,0.134,0.077
Kepler-273 c,Confirmed,,,,,,,0.177,0.103
Kepler-274 b,Confirmed,,,,,,,0.137,0.075
Kepler-274 c,Confirmed,,,,,,,0.164,0.089
Kepler-275 b,Confirmed,,,,,,,0.209,0.04
Kepler-275 c,Confirmed,,,,,,,0.302,0.057
Kepler-275 d,Confirmed,,,,,,,0.297,0.066
Kepler-276 b,Confirmed,,,,,,,0.256,0.12
Kepler-276 c,Confirmed,0.052,0.011,0.014,,,,0.259,0.0143
Kepler-276 d,Confirmed,0.051,0.014,0.016,,,,0.25,0.0134
Kepler-277 b,Confirmed,0.275,0.126,0.131,,,,0.261,0.0349
Kepler-277 c,Confirmed,0.202,0.049,0.057,,,,0.3,0.04
Kepler-278 b,Confirmed,0.176,0.041,0.116,,,,0.363,0.014
Kepler-278 c,Confirmed,0.1098,0.066,0.0311,,,,0.32,0.038
Kepler-279 b,Confirmed,,,,,,,0.323,0.063
Kepler-279 c,Confirmed,0.155,0.019,0.023,,,,0.384,0.037
Kepler-279 d,Confirmed,0.118,0.014,0.017,,,,0.277,0.114
Kepler-279 e,Confirmed,0.176,0.019,0.019,,,,,
Kepler-27 Ab,Confirmed,0.132,0.019,0.019,,,,0.357,
Kepler-27 Ac,Confirmed,0.067,0.012,0.012,,,,0.437,
Kepler-27 d,Confirmed,0.025,0.025,0.0,,,,0.45,0.09
Kepler-280 b,Confirmed,,,,,,,0.129,0.062
Kepler-280 c,Confirmed,,,,,,,0.179,0.087
Kepler-281 b,Confirmed,,,,,,,0.252,0.1
Kepler-281 c,Confirmed,,,,,,,0.474,0.184
Kepler-281 d,Confirmed,,,,,,,0.52967,0.0027
Kepler-282 b,Confirmed,,,,,,,0.09,0.022
Kepler-282 c,Confirmed,,,,,,,0.107,0.026
Kepler-282 d,Confirmed,0.192,0.114,0.113,,,,0.219,0.018
Kepler-282 e,Confirmed,0.177,0.053,0.051,,,,0.277,0.0143
Kepler-283 Ab,Confirmed,,,,,,,0.19,0.023
Kepler-283 Ac,Confirmed,,,,,,,0.162,0.011
Kepler-284 b,Confirmed,,,,,,,0.2,0.087
Kepler-284 c,Confirmed,,,,,,,0.233,0.105
Kepler-285 b,Confirmed,,,,,,,0.12,0.052
Kepler-285 c,Confirmed,,,,,,,0.1,0.044
Kepler-286 b,Confirmed,,,,,,,0.111,0.022
Kepler-286 c,Confirmed,,,,,,,0.122,0.024
Kepler-286 d,Confirmed,,,,,,,0.119,0.024
Kepler-286 e,Confirmed,,,,,,,0.158,0.038
Kepler-287 b,Confirmed,,,,,,,0.208,0.095
Kepler-287 c,Confirmed,,,,,,,0.291,0.133
Kepler-288 b,Confirmed,,,,,,,0.149,0.071
Kepler-288 c,Confirmed,,,,,,,0.254,0.121
Kepler-288 d,Confirmed,,,,,,,0.238,0.113
Kepler-289 b,Confirmed,0.023,0.021,0.021,0.023,0.021,0.021,0.192,0.009
Kepler-289 c,Confirmed,0.42,0.05,0.05,0.013,0.003,0.003,1.034,0.017
Kepler-289 d,Confirmed,0.013,0.003,0.003,0.415,0.053,0.053,0.239,0.015
Kepler-289 e,Confirmed,0.0547,0.0041,0.0041,,,,,
Kepler-28 b,Confirmed,1.51,1.5099,0.0,,,,0.321,
Kepler-28 c,Confirmed,1.36,1.3599,0.0,,,,0.303,
Kepler-290 b,Confirmed,,,,,,,0.201,0.109
Kepler-290 c,Confirmed,,,,,,,0.241,0.124
Kepler-291 b,Confirmed,,,,,,,0.193,0.084
Kepler-291 c,Confirmed,,,,,,,0.168,0.073
Kepler-292 b,Confirmed,,,,,,,0.118,0.012
Kepler-292 c,Confirmed,,,,,,,0.131,0.013
Kepler-292 d,Confirmed,,,,,,,0.199,0.019
Kepler-292 e,Confirmed,,,,,,,0.238,0.031
Kepler-292 f,Confirmed,,,,,,,0.21,0.02
Kepler-293 b,Confirmed,,,,,,,0.274,0.116
Kepler-293 c,Confirmed,,,,,,,0.342,0.145
Kepler-294 b,Confirmed,,,,,,,0.158,0.074
Kepler-294 c,Confirmed,,,,,,,0.242,0.113
Kepler-295 b,Confirmed,,,,,,,0.109,0.057
Kepler-295 c,Confirmed,,,,,,,0.104,0.055
Kepler-295 d,Confirmed,,,,,,,0.121,0.064
Kepler-296 Ab,Confirmed,,,,,,,0.144,0.024
Kepler-296 Ac,Confirmed,,,,,,,0.178,0.029
Kepler-296 Ad,Confirmed,,,,,,,0.186,0.029
Kepler-296 Ae,Confirmed,,,,,,,0.136,0.022
Kepler-296 Af,Confirmed,,,,,,,0.161,0.027
Kepler-297 b,Confirmed,,,,,,,0.256,0.046
Kepler-297 c,Confirmed,,,,,,,0.583,0.105
Kepler-298 b,Confirmed,,,,,,,0.175,0.009
Kepler-298 c,Confirmed,,,,,,,0.172,0.02
Kepler-298 d,Confirmed,,,,,,,0.223,0.018
Kepler-299 b,Confirmed,,,,,,,0.118,0.024
Kepler-299 c,Confirmed,,,,,,,0.236,0.056
Kepler-299 d,Confirmed,,,,,,,0.166,0.034
Kepler-299 e,Confirmed,,,,,,,0.167,0.035
Kepler-29 b,Confirmed,0.01573,0.00409,0.00472,,,,0.227,0.011
Kepler-29 c,Confirmed,0.01416,0.00346,0.00346,,,,0.209,0.01
Kepler-300 b,Confirmed,,,,,,,0.149,0.068
Kepler-300 c,Confirmed,,,,,,,0.201,0.093
Kepler-301 Ab,Confirmed,,,,,,,0.12,0.064
Kepler-301 Ac,Confirmed,,,,,,,0.12,0.064
Kepler-301 Ad,Confirmed,,,,,,,0.156,0.084
Kepler-302 b,Confirmed,,,,,,,0.362,0.076
Kepler-302 c,Confirmed,,,,,,,1.111,0.227
Kepler-303 b,Confirmed,,,,,,,0.079,0.004
Kepler-303 c,Confirmed,,,,,,,0.102,0.008
Kepler-304 b,Confirmed,,,,,,,0.255,0.019
Kepler-304 c,Confirmed,,,,,,,0.194,0.013
Kepler-304 d,Confirmed,,,,,,,0.245,0.019
Kepler-304 e,Confirmed,,,,,,,0.107,0.003
Kepler-305 b,Confirmed,0.033,0.006,0.008,,,,0.321,0.032
Kepler-305 c,Confirmed,0.019,0.007,0.008,,,,0.294,0.029
Kepler-305 d,Confirmed,,,,,,,0.242,0.037
Kepler-305 e,Confirmed,,,,,,,0.16,
Kepler-306 b,Confirmed,,,,,,,0.136,0.009
Kepler-306 c,Confirmed,,,,,,,0.21,0.017
Kepler-306 d,Confirmed,,,,,,,0.22,0.021
Kepler-306 e,Confirmed,,,,,,,0.203,0.013
Kepler-307 b,Confirmed,0.02341,0.00274,0.00286,,,,0.217,0.008
Kepler-307 c,Confirmed,0.01145,0.00182,0.00205,,,,0.196,0.006
Kepler-308 b,Confirmed,,,,,,,0.189,0.091
Kepler-308 c,Confirmed,,,,,,,0.193,0.093
Kepler-309 b,Confirmed,,,,,,,0.139,0.012
Kepler-309 c,Confirmed,,,,,,,0.224,0.016
Kepler-30 b,Confirmed,0.036,0.004,0.004,,,,0.348,0.018
Kepler-30 c,Confirmed,2.01,0.16,0.16,,,,1.097,0.036
Kepler-30 d,Confirmed,0.073,0.008,0.008,,,,0.785,0.045
Kepler-310 b,Confirmed,,,,,,,0.106,0.05
Kepler-310 c,Confirmed,,,,,,,0.302,0.141
Kepler-310 d,Confirmed,,,,,,,0.22,0.103
Kepler-311 b,Confirmed,,,,,,,0.152,0.029
Kepler-311 c,Confirmed,,,,,,,0.128,0.025
Kepler-312 b,Confirmed,,,,,,,0.115,0.022
Kepler-312 c,Confirmed,,,,,,,0.281,0.054
Kepler-313 b,Confirmed,,,,,,,0.226,0.028
Kepler-313 c,Confirmed,,,,,,,0.229,0.037
Kepler-314 b,Confirmed,,,,,,,0.074,0.011
Kepler-314 c,Confirmed,,,,,,,0.259,0.038
Kepler-315 b,Confirmed,,,,,,,0.336,0.07
Kepler-315 c,Confirmed,,,,,,,0.37,0.086
Kepler-316 b,Confirmed,,,,,,,0.095,0.01
Kepler-316 c,Confirmed,,,,,,,0.103,0.011
Kepler-317 b,Confirmed,,,,,,,0.186,0.086
Kepler-317 c,Confirmed,,,,,,,0.153,0.07
Kepler-318 b,Confirmed,,,,,,,0.42,0.074
Kepler-318 c,Confirmed,,,,,,,0.328,0.058
Kepler-319 b,Confirmed,,,,,,,0.145,0.021
Kepler-319 c,Confirmed,,,,,,,0.235,0.033
Kepler-319 d,Confirmed,,,,,,,0.204,0.031
Kepler-31 b,Confirmed,,,,,,,0.491,0.098
Kepler-31 c,Confirmed,4.7,4.699,0.0,,,,0.473,0.098
Kepler-31 d,Confirmed,6.8,6.7999,0.0,,,,0.348,0.071
Kepler-320 b,Confirmed,,,,,,,0.102,0.048
Kepler-320 c,Confirmed,,,,,,,0.122,0.057
Kepler-321 b,Confirmed,,,,,,,0.158,0.03
Kepler-321 c,Confirmed,,,,,,,0.207,0.04
Kepler-322 b,Confirmed,,,,,,,0.09,0.01
Kepler-322 c,Confirmed,,,,,,,0.149,0.016
Kepler-323 b,Confirmed,,,,,,,0.128,0.025
Kepler-323 c,Confirmed,,,,,,,0.145,0.029
Kepler-324 b,Confirmed,,,,,,,0.102,0.01
Kepler-324 c,Confirmed,,,,,,,0.281,0.029
Kepler-324 d,Confirmed,0.00702,0.00264,0.0016,2.23,0.84,0.5,0.1008,0.0045
Kepler-324 e,Confirmed,,,,,,,0.18182,
Kepler-325 b,Confirmed,,,,,,,0.26,0.128
Kepler-325 c,Confirmed,,,,,,,0.227,0.112
Kepler-325 d,Confirmed,,,,,,,0.249,0.124
Kepler-326 Ab,Confirmed,,,,,,,0.136,0.014
Kepler-326 Ac,Confirmed,,,,,,,0.125,0.009
Kepler-326 Ad,Confirmed,,,,,,,0.108,0.008
Kepler-327 b,Confirmed,,,,,,,0.099,0.004
Kepler-327 c,Confirmed,,,,,,,0.092,0.004
Kepler-327 d,Confirmed,,,,,,,0.154,0.009
Kepler-328 b,Confirmed,0.09,0.039,0.041,,,,0.205,0.021
Kepler-328 c,Confirmed,0.124,0.04,0.043,,,,0.482,0.048
Kepler-329 b,Confirmed,,,,,,,0.125,0.022
Kepler-329 c,Confirmed,,,,,,,0.172,0.026
Kepler-32 b,Confirmed,4.1,4.05,0.0,,,,0.196,0.018
Kepler-32 c,Confirmed,0.5,0.499,0.0,,,,0.178,0.018
Kepler-32 d,Confirmed,,,,,,,0.241,0.018
Kepler-32 e,Confirmed,,,,,,,0.134,0.009
Kepler-32 f,Confirmed,,,,,,,0.073,0.006
Kepler-330 b,Confirmed,,,,,,,0.12,0.047
Kepler-330 c,Confirmed,,,,,,,0.174,0.064
Kepler-331 b,Confirmed,,,,,,,0.162,0.017
Kepler-331 c,Confirmed,,,,,,,0.164,0.017
Kepler-331 d,Confirmed,,,,,,,0.146,0.015
Kepler-332 b,Confirmed,,,,,,,0.104,0.007
Kepler-332 c,Confirmed,,,,,,,0.097,0.007
Kepler-332 d,Confirmed,,,,,,,0.105,0.007
Kepler-333 Ab,Confirmed,,,,,,,0.1195,0.0054
Kepler-333 Ac,Confirmed,,,,,,,0.1035,0.0054
Kepler-334 b,Confirmed,,,,,,,0.1,0.019
Kepler-334 c,Confirmed,,,,,,,0.128,0.023
Kepler-334 d,Confirmed,,,,,,,0.126,0.023
Kepler-335 b,Confirmed,,,,,,,0.302,0.06
Kepler-335 c,Confirmed,,,,,,,0.274,0.059
Kepler-336 Ab,Confirmed,,,,,,,0.091,0.017
Kepler-336 Ac,Confirmed,,,,,,,0.187,0.033
Kepler-336 Ad,Confirmed,,,,,,,0.211,0.043
Kepler-337 b,Confirmed,,,,,,,0.137,0.038
Kepler-337 c,Confirmed,,,,,,,0.183,0.051
Kepler-338 b,Confirmed,0.0963,0.0664,0.0761,,,,0.218,0.012
Kepler-338 c,Confirmed,,,,,,,0.209,0.011
Kepler-338 d,Confirmed,,,,,,,0.268,0.025
Kepler-338 e,Confirmed,0.027,0.02,0.023,,,,0.139,0.006
Kepler-339 b,Confirmed,,,,,,,0.127,0.059
Kepler-339 c,Confirmed,,,,,,,0.103,0.046
Kepler-339 d,Confirmed,,,,,,,0.104,0.047
Kepler-33 b,Confirmed,,,,,,,0.155,0.016
Kepler-33 c,Confirmed,,,,,,,0.285,0.027
Kepler-33 d,Confirmed,,,,,,,0.477,0.044
Kepler-33 e,Confirmed,,,,,,,0.359,0.034
Kepler-33 f,Confirmed,,,,,,,0.398,0.037
Kepler-340 b,Confirmed,,,,,,,0.226,0.054
Kepler-340 c,Confirmed,,,,,,,0.301,0.069
Kepler-341 b,Confirmed,,,,,,,0.105,0.055
Kepler-341 c,Confirmed,,,,,,,0.152,0.077
Kepler-341 d,Confirmed,,,,,,,0.165,0.084
Kepler-341 e,Confirmed,,,,,,,0.178,0.092
Kepler-342 b,Confirmed,,,,,,,0.201,0.036
Kepler-342 c,Confirmed,,,,,,,0.175,0.031
Kepler-342 d,Confirmed,,,,,,,0.222,0.043
Kepler-342 e,Confirmed,,,,,,,0.079,0.005
Kepler-343 b,Confirmed,,,,,,,0.215,0.045
Kepler-343 c,Confirmed,,,,,,,0.18,0.034
Kepler-344 b,Confirmed,,,,,,,0.233,0.109
Kepler-344 c,Confirmed,,,,,,,0.263,0.123
Kepler-345 Ab,Confirmed,,,,,,,0.066,0.005
Kepler-345 Ac,Confirmed,,,,,,,0.107,0.006
Kepler-346 b,Confirmed,,,,,,,0.237,0.111
Kepler-346 c,Confirmed,,,,,,,0.274,0.13
Kepler-347 b,Confirmed,,,,,,,0.176,0.084
Kepler-347 c,Confirmed,,,,,,,0.156,0.075
Kepler-348 b,Confirmed,,,,,,,0.136,0.026
Kepler-348 c,Confirmed,,,,,,,0.119,0.022
Kepler-349 b,Confirmed,,,,,,,0.17,0.064
Kepler-349 c,Confirmed,,,,,,,0.175,0.066
Kepler-34 (AB)b,Confirmed,0.22,0.011,0.011,,,,0.7637,0.0134
Kepler-350 b,Confirmed,,,,,,,0.165,0.034
Kepler-350 c,Confirmed,0.019,0.01,0.01,,,,0.277,0.125
Kepler-350 d,Confirmed,0.047,0.015,0.017,,,,0.25,0.092
Kepler-351 b,Confirmed,,,,,,,0.273,0.138
Kepler-351 c,Confirmed,,,,,,,0.285,0.138
Kepler-351 d,Confirmed,,,,,,,0.243,0.027
Kepler-352 b,Confirmed,,,,,,,0.077,0.007
Kepler-352 c,Confirmed,,,,,,,0.111,0.009
Kepler-352 d,Confirmed,,,,,,,0.071925,
Kepler-353 Ab,Confirmed,,,,,,,0.0937,0.0062
Kepler-353 Ac,Confirmed,,,,,,,0.161,0.0116
Kepler-354 b,Confirmed,,,,,,,0.164,0.052
Kepler-354 c,Confirmed,,,,,,,0.117,0.037
Kepler-354 d,Confirmed,,,,,,,0.111,0.036
Kepler-355 b,Confirmed,,,,,,,0.13,0.059
Kepler-355 c,Confirmed,,,,,,,0.242,0.109
Kepler-356 b,Confirmed,,,,,,,0.14,0.026
Kepler-356 c,Confirmed,,,,,,,0.161,0.029
Kepler-357 b,Confirmed,,,,,,,0.164,0.096
Kepler-357 c,Confirmed,,,,,,,0.238,0.14
Kepler-357 d,Confirmed,,,,,,,0.306,0.182
Kepler-358 b,Confirmed,,,,,,,0.243,0.121
Kepler-358 c,Confirmed,,,,,,,0.254,0.128
Kepler-359 b,Confirmed,,,,,,,0.315,0.146
Kepler-359 c,Confirmed,,,,,,,0.384,0.178
Kepler-359 d,Confirmed,,,,,,,0.358,0.17
Kepler-35 (AB)b,Confirmed,0.1268,0.0201,0.0201,,,,0.728,0.0134
Kepler-360 b,Confirmed,,,,,,,0.147,0.07
Kepler-360 c,Confirmed,,,,,,,0.187,0.089
Kepler-361 b,Confirmed,,,,,,,0.129,0.025
Kepler-361 c,Confirmed,,,,,,,0.225,0.043
Kepler-362 Ab,Confirmed,,,,,,,0.079,0.034
Kepler-362 Ac,Confirmed,,,,,,,0.129,0.054
Kepler-363 b,Confirmed,,,,,,,0.103,0.017
Kepler-363 c,Confirmed,,,,,,,0.151,0.024
Kepler-363 d,Confirmed,,,,,,,0.183,0.036
Kepler-364 b,Confirmed,,,,,,,0.138,0.033
Kepler-364 c,Confirmed,,,,,,,0.192,0.037
Kepler-365 Ab,Confirmed,,,,,,,0.182,0.087
Kepler-365 Ac,Confirmed,,,,,,,0.146,0.069
Kepler-366 b,Confirmed,,,,,,,0.13,0.059
Kepler-366 c,Confirmed,,,,,,,0.16,0.072
Kepler-367 b,Confirmed,,,,,,,0.116,0.014
Kepler-367 c,Confirmed,,,,,,,0.107,0.014
